,travel time,distance,hour of day,1st ranked,2nd ranked,3rd ranked,4d ranked,5th ranked,6th ranked,1st dist,2nd dist,3rd dist,4rd dist,5th dist,6th dist
33,685,11114.008000000002,23,primary,residential,unclassified,tertiary,nan,nan,0.8231598357676186,0.07312339526838561,0.0643909020040295,0.03932586695996619,,
34,1523,20771.783000000003,6,primary,residential,tertiary,primary_link,nan,nan,0.8483171136536523,0.10275261396674516,0.03467848667589103,0.014251785703711613,,
35,839,12343.729,4,primary,tertiary,unclassified,primary_link,service,nan,0.8439000078501402,0.10478267952901428,0.03171894003829799,0.015476765570598643,0.004121607011949145,
36,1251,20014.183,20,primary,residential,tertiary,primary_link,track,nan,0.8804285940625207,0.05564698793850341,0.0359911768569319,0.01479126077741969,0.013141980364624427,
37,953,21455.460000000003,18,primary,tertiary,residential,service,nan,nan,0.7776118992554814,0.21372056343699922,0.004947924677448071,0.0037196126300717853,,
38,1127,17473.555,1,primary,tertiary,unclassified,primary_link,secondary,nan,0.5907840161890354,0.3427849684852338,0.04095566128357967,0.014907327100867568,0.010568026941283558,
39,1010,15071.558,18,primary,residential,unclassified,tertiary,primary_link,nan,0.6589651182711171,0.20451230058630968,0.06493568879872935,0.05891129503665115,0.012675597307192792,
40,711,10450.963999999998,20,primary,service,unclassified,tertiary,residential,nan,0.7740861991295732,0.08766932887722131,0.06847607550844115,0.06037557875043871,0.009392817734325756,
41,665,13412.282000000001,14,primary,residential,tertiary,service,nan,nan,0.9094733468920501,0.05944290464516031,0.02931909722745167,0.0017646512353378793,,
42,676,12098.573,22,primary,tertiary,unclassified,primary_link,nan,nan,0.820892761485177,0.0824245140315308,0.08089234986638506,0.0157903746169073,,
43,762,13790.432,12,primary,tertiary,residential,nan,nan,nan,0.87349410083745,0.09007825135572257,0.03642764780682723,,,
44,844,10396.423,0,primary,tertiary,service,residential,nan,nan,0.824821094716904,0.09728519126241783,0.04348668768094565,0.03440702633973243,,
45,1105,7407.99,0,primary,residential,tertiary,unclassified,service,nan,0.44008860703105696,0.3390733518808746,0.10456480097840304,0.09660393710034705,0.01966930300931832,
46,755,13975.276000000002,22,primary,residential,tertiary,service,nan,nan,0.8728352126999136,0.07866155917063819,0.046809665869926284,0.001693562259521744,,
47,701,8828.934,16,primary,residential,tertiary,unclassified,nan,nan,0.6897915422178941,0.13985436973478338,0.08929775667141698,0.08105633137590564,,
