,travel time,distance,hour of day,living_street,motorway,motorway_link,primary,primary_link,residential,road,secondary,secondary_link,service,tertiary,track,trunk,trunk_link,unclassified,others
6225,627,10127.393,18,0.0,0.0,0.0,2200.7300000000005,363.241,334.59000000000003,0.0,7228.832000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6226,782,15233.735,10,0.0,0.0,0.0,9897.453000000001,0.0,442.078,0.0,0.0,0.0,0.0,4894.203999999999,0.0,0.0,0.0,0.0,0.0
6227,421,3788.971,16,0.0,0.0,0.0,449.991,0.0,1540.9440000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1798.0359999999998,0.0
6228,394,476.02199999999993,19,0.0,0.0,0.0,0.0,0.0,476.02199999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6229,911,6126.736000000001,10,0.0,0.0,0.0,0.0,0.0,2428.0589999999997,0.0,0.0,0.0,213.922,792.125,0.0,0.0,0.0,2692.63,0.0
6230,686,8616.306,4,0.0,0.0,0.0,2081.534,363.241,736.1099999999999,0.0,2678.5069999999996,0.0,0.0,2756.9139999999998,0.0,0.0,0.0,0.0,0.0
6231,1089,18318.623,15,0.0,0.0,0.0,13522.893999999998,534.346,2140.928,0.0,0.0,0.0,0.0,1541.725,0.0,0.0,0.0,578.7300000000001,0.0
6232,923,7732.786999999999,19,0.0,0.0,0.0,0.0,0.0,2508.869,0.0,0.0,0.0,139.079,2392.209,0.0,0.0,0.0,2692.63,0.0
6233,468,2068.306,16,0.0,0.0,0.0,0.0,0.0,1032.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.633,0.0
6234,636,7609.352000000001,21,0.0,0.0,0.0,540.381,0.0,1941.0359999999998,0.0,0.0,0.0,37.512,3292.387,0.0,0.0,0.0,1798.0359999999998,0.0
6235,430,4470.151999999999,23,0.0,0.0,0.0,4027.227,0.0,61.879,0.0,0.0,0.0,245.37,0.0,0.0,0.0,0.0,135.676,0.0
6236,316,2000.1,20,0.0,0.0,0.0,0.0,0.0,1395.2549999999999,0.0,0.0,0.0,10.458,0.0,0.0,0.0,0.0,594.3870000000001,0.0
6237,870,18332.353000000003,0,0.0,11577.757,1184.557,4795.006000000001,0.0,0.0,0.0,775.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6238,1028,16312.022000000003,20,0.0,0.0,0.0,6266.1590000000015,534.346,1958.7150000000001,0.0,0.0,0.0,0.0,6974.071999999997,0.0,0.0,0.0,578.7300000000001,0.0
6239,510,8180.780000000001,5,0.0,0.0,0.0,6707.907000000001,0.0,639.8410000000001,0.0,0.0,0.0,0.0,833.0319999999999,0.0,0.0,0.0,0.0,0.0
6240,643,8246.588,7,0.0,0.0,0.0,1511.2899999999997,68.157,787.595,0.0,184.661,0.0,0.0,5694.885000000001,0.0,0.0,0.0,0.0,0.0
6241,368,318.3,15,0.0,0.0,0.0,0.0,0.0,246.238,0.0,0.0,0.0,72.062,0.0,0.0,0.0,0.0,0.0,0.0
