"","x"
"2020",377
"2021",377
"2022",378
"2023",378
"2024",378
"2025",379
"2026",379
"2027",379
"2028",379
"2029",380
"2030",380
"2031",380
"2032",380
"2033",380
"2034",381
"2035",381
"2036",381
"2037",382
"2038",382
"2039",382
"2040",0
"2041",383
"2042",383
"2043",383
"2044",384
"2045",384
"2046",384
"2047",384
"2048",384
"2049",385
"2050",385
"2051",385
"2052",385
"2053",385
"2054",385
"2055",385
"2056",385
"2057",386
"2058",386
"2059",386
"2060",386
"2061",387
"2062",387
"2063",387
"2064",387
"2065",387
"2066",387
"2067",0
"2068",388
"2069",388
"2070",388
"2071",389
"2072",389
"2073",389
"2074",389
"2075",390
"2076",390
"2077",391
"2078",391
"2079",391
"2080",391
"2081",391
"2082",391
"2083",392
"2084",392
"2085",392
"2086",0
"2087",393
"2088",393
"2089",393
"2090",393
"2091",393
"2092",394
"2093",394
"2094",394
"2095",395
"2096",395
"2097",395
"2098",395
"2099",395
"2100",396
"2101",396
"2102",396
"2103",396
"2104",396
"2105",396
"2106",396
"2107",396
"2108",396
"2109",396
"2110",396
"2111",396
"2112",397
"2113",397
"2114",397
"2115",397
"2116",398
"2117",398
"2118",398
"2119",398
"2120",398
"2121",399
"2122",399
"2123",399
"2124",399
"2125",400
"2126",400
"2127",400
"2128",400
"2129",0
"2130",0
"2131",0
"2132",0
"2133",0
"2134",401
"2135",401
"2136",401
"2137",401
"2138",0
"2139",402
"2140",402
"2141",402
"2142",402
"2143",403
"2144",403
"2145",403
"2146",404
"2147",404
"2148",404
"2149",0
"2150",0
"2151",405
"2152",405
"2153",405
"2154",0
"2155",406
"2156",406
"2157",406
"2158",406
"2159",407
"2160",407
"2161",0
"2162",408
"2163",408
"2164",408
"2165",409
"2166",409
"2167",409
"2168",409
"2169",409
"2170",409
"2171",409
"2172",409
"2173",410
"2174",410
"2175",0
"2176",0
"2177",0
"2178",411
"2179",411
"2180",411
"2181",411
"2182",411
"2183",411
"2184",411
"2185",0
"2186",412
"2187",412
"2188",413
"2189",413
"2190",413
"2191",413
"2192",413
"2193",414
"2194",414
"2195",414
"2196",415
"2197",415
"2198",416
"2199",416
"2200",416
"2201",416
"2202",416
"2203",416
"2204",417
"2205",417
"2206",417
"2207",418
"2208",418
"2209",0
"2210",0
"2211",0
"2212",0
"2213",0
"2214",0
"2215",0
"2216",0
"2217",0
"2218",0
"2219",0
"2220",0
"2221",0
"2222",0
"2223",0
"2224",0
"2225",0
"2226",0
"2227",0
"2228",0
"2229",419
"2230",419
"2231",419
"2232",419
"2233",419
"2234",419
"2235",420
"2236",420
"2237",420
"2238",421
"2239",421
"2240",421
"2241",421
"2242",421
"2243",421
"2244",421
"2245",422
"2246",422
"2247",422
"2248",423
"2249",423
"2250",423
"2251",424
"2252",424
"2253",424
"2254",0
"2255",0
"2256",0
"2257",0
"2258",425
"2259",425
"2260",425
"2261",425
"2262",425
"2263",425
"2264",426
"2265",426
"2266",427
"2267",427
"2268",0
"2269",0
"2270",0
"2271",428
"2272",428
"2273",429
"2274",429
"2275",430
"2276",430
"2277",0
"2278",431
"2279",431
"2280",432
"2281",432
"2282",432
"2283",432
"2284",0
"2285",433
"2286",433
"2287",433
"2288",433
"2289",433
"2290",434
"2291",434
"2292",434
"2293",434
"2294",0
"2295",0
"2296",435
"2297",435
"2298",0
"2299",0
"2300",0
"2301",436
"2302",436
"2303",436
"2304",437
"2305",437
"2306",0
"2307",0
"2308",0
"2309",0
"2310",0
"2311",0
"2312",0
"2313",0
"2314",0
"2315",0
"2316",0
"2317",0
"2318",0
"2319",0
"2320",0
"2321",0
"2322",0
"2323",0
"2324",0
"2325",0
"2326",0
"2327",0
"2328",0
"2329",0
"2330",0
"2331",0
"2332",0
"2333",0
"2334",438
"2335",438
"2336",438
"2337",438
"2338",438
"2339",439
"2340",439
"2341",0
"2342",0
"2343",0
"2344",440
"2345",440
"2346",440
"2347",440
"2348",441
"2349",441
"2350",441
"2351",442
"2352",442
"2353",442
"2354",443
"2355",443
"2356",0
"2357",0
"2358",0
"2359",0
"2360",0
"2361",0
"2362",0
"2363",0
"2364",0
"2365",0
"2366",0
"2367",0
"2368",0
"2369",0
"2370",0
"2371",444
"2372",444
"2373",444
"2374",444
"2375",444
"2376",444
"2377",445
"2378",445
"2379",445
"2380",446
"2381",446
"2382",446
"2383",447
"2384",447
"2385",447
"2386",448
"2387",448
"2388",448
"2389",0
"2390",0
"2391",0
"2392",0
"2393",449
"2394",449
"2395",449
"2396",450
"2397",450
"2398",450
"2399",450
"2400",451
"2401",451
"2402",451
"2403",452
"2404",452
"2405",452
"2406",452
"2407",453
